category,extra_report,source,canonical_report,severity,reason
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1123-Africa-tourism-graphics-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1123-African-tourism-graphics-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1125-Africa-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1128-Italian-Africa-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1135-Gandhi-khadi-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1135-Gandhi-politics-khadi-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1136-Industrialization-British-policy-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1137-Industrialization-Indian-response-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1144-India-Hong-Kong-Burma-books-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1145-India-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1146-Hong-Kong-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1147-India-Hong-Kong-Burma-articles-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1148-China-Siam-chapter-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1150-China-art-education-1925-exposition-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1152-illustrated-press-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1156-Publishing-May-Fourth-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1158-Woodcut-movement-propaganda-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1161-China-Siam-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1163-China-Siam-books-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1164-Siam-Southeast-Asia-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1165-Japan-colonies-chapter-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1165-Japan-colonies-territories-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1168-Rationalization-Movement-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1169-Lifestyle-Improvement-Western-Goods-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1169-Lifestyle-Western-Style-Goods-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1171-Japan-heavy-industry-transportation-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1173-Japan-emergence-graphic-design-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1175-Japan-graphic-design-matures-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1176-Japan-avant-garde-proletarian-graphics-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1177-Japan-photography-advertising-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1177-Photography-Advertising-Publications-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1178-Kao-Hara-Nippon-Kobo-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1179-Japanese-Abroad-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1180-Manchuria-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1181-Taiwan-model-colony-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1182-Bibliographic-essay-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1182-Korea-colonial-industrialization-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1183-Hangul-Publishing-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1183-Japan-colonies-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1184-Japan-colonies-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1184-Japan-colonies-books-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1185-Japan-Taiwan-Korea-books-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1186-Japan-articles-conference-papers-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1186-Japan-colonies-articles-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1187-World-War-II-chapter-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1188-World-War-II-Germany-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1189-World-War-II-Italy-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1190-WWII-Great-Britain-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1191-Operations-research-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1194-Soviet-Design-Bureaus-Japan-Mobilization-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1197-United-States-production-planning-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1202-OSRD-Systems-Human-Factors-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1203-US-Operations-Research-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1206-Propaganda-overview-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1209-French-Vichy-and-antibolshevik-propaganda-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1214-China-cartoon-warfare-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1215-United-States-OWI-propaganda-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1216-United-States-modernist-networks-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1217-Mexico-antifascist-graphics-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1218-Mexican-poster-and-free-artists-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1219-WWII-bibliographic-essay-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1220-General-books-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1221-Germany-and-Britain-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1222-Japan-and-United-States-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1223-France-Netherlands-Mexico-bibliography-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
orphan_no_source,00-books-result/World History Of Design - Volume 2_ World War I To World War -- Victor Margolin/B1224-China-chapters-articles-index-report.md,,,P0,无法与 00-books/ 建立唯一源文对应关系；已标记停止使用
duplicate_noncanonical,00-books-result/Design History and Culture ： Methods and Approaches -- Javier Gimeno-Martínez --/B3479-Object-Life-Cycle-Comparison-Case-Study-Monographs-report.md,00-books/Design History and Culture ： Methods and Approaches -- Javier Gimeno-Martínez --/04-3 The life cycle of objectsTracking design.md,00-books-result/Design History and Culture ： Methods and Approaches -- Javier Gimeno-Martínez --/B44133344-3-The-life-cycle-of-objectsTracking-design-report.md,P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/B44133276-Design-and-the-Creation-of-Value-John-Heskett-Clive-Dilnot-Suzan-report.md,00-books/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_18_body_Sabine_Junginger__Design_as_an.md,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_18_body_Sabine_Junginger__Design_as_an-report.md,P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/B44133277-Design-and-the-Creation-of-Value-John-Heskett-Clive-Dilnot-Suzan-report.md,00-books/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_19_preface_Preface.md,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_19_preface_Preface-report.md,P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/B44133278-Design-and-the-Creation-of-Value-John-Heskett-Clive-Dilnot-Suzan-report.md,00-books/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_20_body_Chapter_1___Chapter_3___Chapte.md,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_20_body_Chapter_1___Chapter_3___Chapte-report.md,P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/B44133279-Design-and-the-Creation-of-Value-John-Heskett-Clive-Dilnot-Suzan-report.md,00-books/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_21_appendix_Appendix_1__Socialist_theory__.md,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_21_appendix_Appendix_1__Socialist_theory__-report.md,P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/B44133280-Design-and-the-Creation-of-Value-John-Heskett-Clive-Dilnot-Suzan-report.md,00-books/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_22_bibliography_INDEX___Bloomsbury_Academic_An.md,00-books-result/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --/Design and the Creation of Value -- John Heskett; Clive Dilnot; Suzan Boztepe --_22_bibliography_INDEX___Bloomsbury_Academic_An-report.md,P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/63-00000063-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/63-00000063.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134704-00000063-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/64-00000064-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/64-00000064.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134705-00000064-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/65-00000065-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/65-00000065.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134706-00000065-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/66-00000066-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/66-00000066.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134707-00000066-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/67-00000067-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/67-00000067.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134708-00000067-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/68-00000068-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/68-00000068.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134709-00000068-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/69-00000069-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/69-00000069.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134710-00000069-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/70-00000070-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/70-00000070.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134711-00000070-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/71-00000071-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/71-00000071.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134712-00000071-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/72-00000072-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/72-00000072.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134713-00000072-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/73-00000073-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/73-00000073.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134714-00000073-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/74-00000074-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/74-00000074.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134715-00000074-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/75-00000075-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/75-00000075.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134716-00000075-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/76-00000076-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/76-00000076.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134717-00000076-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/77-00000077-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/77-00000077.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134718-00000077-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/78-00000078-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/78-00000078.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134719-00000078-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/79-00000079-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/79-00000079.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134720-00000079-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/80-00000080-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/80-00000080.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134721-00000080-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/81-00000081-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/81-00000081.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134722-00000081-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/82-00000082-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/82-00000082.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134723-00000082-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/83-00000083-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/83-00000083.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134724-00000083-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/84-00000084-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/84-00000084.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134725-00000084-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/85-00000085-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/85-00000085.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134726-00000085-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/86-00000086-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/86-00000086.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134727-00000086-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/87-00000087-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/87-00000087.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134728-00000087-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/88-00000088-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/88-00000088.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134729-00000088-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/89-00000089-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/89-00000089.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134730-00000089-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/90-00000090-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/90-00000090.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134731-00000090-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134732-00000091-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/91-00000091.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/91-00000091-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/92-00000092-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/92-00000092.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134733-00000092-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/93-00000093-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/93-00000093.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134734-00000093-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/94-00000094-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/94-00000094.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134735-00000094-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/95-00000095-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/95-00000095.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134736-00000095-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/96-00000096-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/96-00000096.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134737-00000096-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/97-00000097-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/97-00000097.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134738-00000097-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
duplicate_noncanonical,"00-books-result/Forty, Adrian：Objects of Desire, 1986/98-00000098-report.md","00-books/Forty, Adrian：Objects of Desire, 1986/98-00000098.md","00-books-result/Forty, Adrian：Objects of Desire, 1986/B44134739-00000098-report.md",P3,同一源文共有 2 份报告；该文件不是建议主报告
