status,report,source,source_chars
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136850-AMIGBEPRTS-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/81-AMIGBEPRTS.md",1260
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136851-TSOITTTEJLLLLofroy-Tory-Itinerarium-Antonini-1512TTTTTITTL-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/82-TSOITTTEJLLLLofroy Tory, Itinerarium Antonini, 1512TTTTTITTL.md",405
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136852-TUUHHUFHIZNDキLUYIFU1VIHUM-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/83-TUUHHUFHIZNDキLUYIFU1VIHUM.md",736
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136853-Flower-ShowParish-HousePound-RidgeCommunity-Church-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/84-Flower ShowParish HousePound RidgeCommunity Church.md",6362
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136854-ST-PAUL-CIVIC-OPERA-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/85-ST. PAUL CIVIC OPERA.md",3780
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136855-ABCDEFGHIJKLMNOPQRSTUVW-XYZ-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/86-ABCDEFGHIJKLMNOPQRSTUVW!XYZ.md",470
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136856-ABCDEFGHIJKLMNOPORSTUVWXYZ-abcdefghiijklmno-pqrstuvwxyz-aae-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/87-ABCDEFGHIJKLMNOPORSTUVWXYZ&abcdefghiijklmno!pqrstuvwxyz aae-.md",366
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136857-ABCDEFGHIJKLMNOPO-RSTUV-WAYZE-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/88-ABCDEFGHIJKLMNOPO!RSTUV.;WAYZE,.md",233
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136858-ABCDEFGHIJKLMNOPQRSTUVWXYZ-12345678908-abcdefghijklmnopqrstu-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/89-ABCDEFGHIJKLMNOPQRSTUVWXYZ&12345678908 abcdefghijklmnopqrstu.md",334
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136859-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghiklmnopqrstuvwxyz123456789-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/91-ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghiklmnopqrstuvwxyz123456789.md",260
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136860-ABCDEFGHIJKLMNOPQ-RSTUV-WXYZ-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/92-ABCDEFGHIJKLMNOPQ!RSTUV.WXYZ&.md",299
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136861-ABCDEFGHIJKLMNOPQSRSTU-VWXYZ1234567890-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/93-ABCDEFGHIJKLMNOPQSRSTU&&VWXYZ1234567890.md",207
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136862-ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890-s-S-abcdefghijklmnopq-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/94-ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890&&&s&S abcdefghijklmnopq.md",165
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136863-ABCDEFGHIJKLMNOPORSTUVWXYZ1234567890-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/95-ABCDEFGHIJKLMNOPORSTUVWXYZ1234567890&.md",194
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136864-ABCDEFGHIJKLMNOPQRSTUVWXYZ-134567890-abcdefghijklmnopqrst-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/96-ABCDEFGHIJKLMNOPQRSTUVWXYZ&134567890$&& abcdefghijklmnopqrst.md",199
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136865-ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890-abcdefghijklmnopqrstuv-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/97-ABCDEFGHIJKLMNOPQRSTUVWXYZ1234567890&$abcdefghijklmnopqrstuv.md",139
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136866-ABCDEFGHIJKLMNOPQRSTUVWXYZ-日op-tlo-a-il-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/98-ABCDEFGHIJKLMNOPQRSTUVWXYZ&!日op-!&&tlo a il.md",517
rewritten,"00-books-result/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/B44136867-ABCDEFGHIJ-KLMNOPQRSTUVWXSYZ-1234567890-report.md","00-books/Kelly, Rob Roy：American Wood Type, 1828-1900：Notes on the Evolution of Decorated and Large Types, 1977/99-ABCDEFGHIJ!KLMNOPQRSTUVWXSYZ&1234567890.md",320
rewritten,"00-books-result/Ken Friedman：《Theory construction in design research criteria approaches, and methods》/B44136868-Theory-construction-in-designresearch-criteria-app-report.md","00-books/Ken Friedman：《Theory construction in design research criteria approaches, and methods》/01-Theory construction in designresearch criteria app.md",18011
rewritten,"00-books-result/Ken Friedman：《Theory construction in design research criteria approaches, and methods》/B44136869-1-2-Defining-theory-2-How-theory-works-report.md","00-books/Ken Friedman：《Theory construction in design research criteria approaches, and methods》/02-1.2 Defining theory 2 How theory works.md",18181
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136870-Cover-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/01-Cover.md,480
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136871-Title-Page-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/02-Title Page.md,152
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136872-About-the-author-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/03-About the author.md,1037
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136873-Contents-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/04-Contents.md,3506
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136874-Introduction-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/05-Introduction.md,12272
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136875-Part-I-Cultural-Developments-and-Predisposing-Techniques-1750-19-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/06-Part I Cultural Developments and Predisposing Techniques 1750–1939.md,103693
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136876-PART-II-A-Critical-History-1836-1967-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/07-PART II A Critical History 1836–1967.md,687952
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136877-PART-III-Critical-Transformations-1925-90-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/08-PART III Critical Transformations 1925–90.md,257996
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136878-PART-IV-World-Architecture-and-the-Modern-Movement-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/09-PART IV World Architecture and the Modern Movement.md,522532
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136879-Afterword-Architecture-in-the-Age-of-Globalization-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/10-Afterword Architecture in the Age of Globalization.md,64989
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136880-Bibliography-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/11-Bibliography.md,173143
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136881-Endnotes-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/12-Endnotes.md,23464
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136882-Acknowledgments-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/13-Acknowledgments.md,1525
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136883-Illustration-Credits-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/14-Illustration Credits.md,27089
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136884-Index-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/15-Index.md,102900
rewritten,00-books-result/Kenneth Frampton：《Modern Architecture A Critical History》，1980/B44136885-Copyright-report.md,00-books/Kenneth Frampton：《Modern Architecture A Critical History》，1980/16-Copyright.md,20396
rewritten,"00-books-result/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/B44136886-Book-Cover-report.md","00-books/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/01-Book Cover.md",602
rewritten,"00-books-result/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/B44136887-Title-report.md","00-books/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/02-Title.md",125
rewritten,"00-books-result/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/B44136888-Copyright-report.md","00-books/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/03-Copyright.md",764
rewritten,"00-books-result/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/B44136889-CONTENTS-report.md","00-books/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/04-CONTENTS.md",1009165
rewritten,"00-books-result/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/B44136890-CONTENTS_01_cover_CONTENTS__sub_A__sub_CKNOWLEDG-report.md","00-books/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/04-CONTENTS_01_cover_CONTENTS__sub_A__sub_CKNOWLEDG.md",1104664
rewritten,"00-books-result/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/B44136891-CONTENTS_02_appendix_FOREST_COVER_AND_FUEL-SUPPLY_E-report.md","00-books/Kenneth Pomeranz：《The Great Divergence China, Europe, and the Making of the Modern World Economy》/04-CONTENTS_02_appendix_FOREST_COVER_AND_FUEL-SUPPLY_E.md",219484
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136892-179-report.md,00-books/Kenya Hara：《Designing Design》，2007/183-179.md,690
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136893-180-report.md,00-books/Kenya Hara：《Designing Design》，2007/184-180.md,622
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136894-181-report.md,00-books/Kenya Hara：《Designing Design》，2007/185-181.md,597
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136895-182-report.md,00-books/Kenya Hara：《Designing Design》，2007/186-182.md,1514
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136896-183-report.md,00-books/Kenya Hara：《Designing Design》，2007/187-183.md,64
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136897-184-report.md,00-books/Kenya Hara：《Designing Design》，2007/188-184.md,1822
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136898-185-report.md,00-books/Kenya Hara：《Designing Design》，2007/189-185.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136899-15-report.md,00-books/Kenya Hara：《Designing Design》，2007/19-15.md,1725
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136900-186-report.md,00-books/Kenya Hara：《Designing Design》，2007/190-186.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136901-187-report.md,00-books/Kenya Hara：《Designing Design》，2007/191-187.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136902-188-report.md,00-books/Kenya Hara：《Designing Design》，2007/192-188.md,709
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136903-189-report.md,00-books/Kenya Hara：《Designing Design》，2007/193-189.md,1332
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136904-190-report.md,00-books/Kenya Hara：《Designing Design》，2007/194-190.md,367
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136905-191-report.md,00-books/Kenya Hara：《Designing Design》，2007/195-191.md,985
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136906-192-report.md,00-books/Kenya Hara：《Designing Design》，2007/196-192.md,1729
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136907-193-report.md,00-books/Kenya Hara：《Designing Design》，2007/197-193.md,1612
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136908-194-report.md,00-books/Kenya Hara：《Designing Design》，2007/198-194.md,161
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136909-195-report.md,00-books/Kenya Hara：《Designing Design》，2007/199-195.md,291
rewritten_empty_source_boundary,00-books-result/Kenya Hara：《Designing Design》，2007/B44136910-16-report.md,00-books/Kenya Hara：《Designing Design》，2007/20-16.md,0
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136911-196-report.md,00-books/Kenya Hara：《Designing Design》，2007/200-196.md,1162
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136912-197-report.md,00-books/Kenya Hara：《Designing Design》，2007/201-197.md,161
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136913-198-report.md,00-books/Kenya Hara：《Designing Design》，2007/202-198.md,2084
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136914-199-report.md,00-books/Kenya Hara：《Designing Design》，2007/203-199.md,235
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136915-200-report.md,00-books/Kenya Hara：《Designing Design》，2007/204-200.md,2261
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136916-201-report.md,00-books/Kenya Hara：《Designing Design》，2007/205-201.md,2127
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136917-202-report.md,00-books/Kenya Hara：《Designing Design》，2007/206-202.md,744
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136918-203-report.md,00-books/Kenya Hara：《Designing Design》，2007/207-203.md,1672
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136919-204-report.md,00-books/Kenya Hara：《Designing Design》，2007/208-204.md,511
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136920-205-report.md,00-books/Kenya Hara：《Designing Design》，2007/209-205.md,461
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136921-17-report.md,00-books/Kenya Hara：《Designing Design》，2007/21-17.md,27
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136922-206-report.md,00-books/Kenya Hara：《Designing Design》，2007/210-206.md,633
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136923-207-report.md,00-books/Kenya Hara：《Designing Design》，2007/211-207.md,1537
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136924-208-report.md,00-books/Kenya Hara：《Designing Design》，2007/212-208.md,451
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136925-209-report.md,00-books/Kenya Hara：《Designing Design》，2007/213-209.md,80
rewritten_empty_source_boundary,00-books-result/Kenya Hara：《Designing Design》，2007/B44136926-210-report.md,00-books/Kenya Hara：《Designing Design》，2007/214-210.md,0
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136927-211-report.md,00-books/Kenya Hara：《Designing Design》，2007/215-211.md,10
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136928-212-report.md,00-books/Kenya Hara：《Designing Design》，2007/216-212.md,1617
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136929-213-report.md,00-books/Kenya Hara：《Designing Design》，2007/217-213.md,2066
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136930-214-report.md,00-books/Kenya Hara：《Designing Design》，2007/218-214.md,2182
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136931-215-report.md,00-books/Kenya Hara：《Designing Design》，2007/219-215.md,2243
rewritten_empty_source_boundary,00-books-result/Kenya Hara：《Designing Design》，2007/B44136932-18-report.md,00-books/Kenya Hara：《Designing Design》，2007/22-18.md,0
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136933-216-report.md,00-books/Kenya Hara：《Designing Design》，2007/220-216.md,2014
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136934-217-report.md,00-books/Kenya Hara：《Designing Design》，2007/221-217.md,2221
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136935-218-report.md,00-books/Kenya Hara：《Designing Design》，2007/222-218.md,149
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136936-219-report.md,00-books/Kenya Hara：《Designing Design》，2007/223-219.md,2633
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136937-220-report.md,00-books/Kenya Hara：《Designing Design》，2007/224-220.md,177
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136938-221-report.md,00-books/Kenya Hara：《Designing Design》，2007/225-221.md,1228
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136939-222-report.md,00-books/Kenya Hara：《Designing Design》，2007/226-222.md,121
rewritten_empty_source_boundary,00-books-result/Kenya Hara：《Designing Design》，2007/B44136940-223-report.md,00-books/Kenya Hara：《Designing Design》，2007/227-223.md,0
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136941-224-report.md,00-books/Kenya Hara：《Designing Design》，2007/228-224.md,728
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136942-225-report.md,00-books/Kenya Hara：《Designing Design》，2007/229-225.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136943-19-report.md,00-books/Kenya Hara：《Designing Design》，2007/23-19.md,1780
rewritten_empty_source_boundary,00-books-result/Kenya Hara：《Designing Design》，2007/B44136944-226-report.md,00-books/Kenya Hara：《Designing Design》，2007/230-226.md,0
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136945-227-report.md,00-books/Kenya Hara：《Designing Design》，2007/231-227.md,25
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136946-228-report.md,00-books/Kenya Hara：《Designing Design》，2007/232-228.md,818
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136947-229-report.md,00-books/Kenya Hara：《Designing Design》，2007/233-229.md,608
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136948-230-report.md,00-books/Kenya Hara：《Designing Design》，2007/234-230.md,1002
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136949-231-report.md,00-books/Kenya Hara：《Designing Design》，2007/235-231.md,987
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136950-232-report.md,00-books/Kenya Hara：《Designing Design》，2007/236-232.md,876
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136951-233-report.md,00-books/Kenya Hara：《Designing Design》，2007/237-233.md,867
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136952-234-report.md,00-books/Kenya Hara：《Designing Design》，2007/238-234.md,914
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136953-235-report.md,00-books/Kenya Hara：《Designing Design》，2007/239-235.md,956
rewritten_empty_source_boundary,00-books-result/Kenya Hara：《Designing Design》，2007/B44136954-20-report.md,00-books/Kenya Hara：《Designing Design》，2007/24-20.md,0
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136955-236-report.md,00-books/Kenya Hara：《Designing Design》，2007/240-236.md,827
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136956-237-report.md,00-books/Kenya Hara：《Designing Design》，2007/241-237.md,927
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136957-238-report.md,00-books/Kenya Hara：《Designing Design》，2007/242-238.md,2425
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136958-239-report.md,00-books/Kenya Hara：《Designing Design》，2007/243-239.md,2636
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136959-240-report.md,00-books/Kenya Hara：《Designing Design》，2007/244-240.md,2251
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136960-241-report.md,00-books/Kenya Hara：《Designing Design》，2007/245-241.md,2361
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136961-242-report.md,00-books/Kenya Hara：《Designing Design》，2007/246-242.md,2024
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136962-243-report.md,00-books/Kenya Hara：《Designing Design》，2007/247-243.md,1813
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136963-244-report.md,00-books/Kenya Hara：《Designing Design》，2007/248-244.md,912
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136964-245-report.md,00-books/Kenya Hara：《Designing Design》，2007/249-245.md,532
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136965-21-report.md,00-books/Kenya Hara：《Designing Design》，2007/25-21.md,46
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136966-246-report.md,00-books/Kenya Hara：《Designing Design》，2007/250-246.md,2113
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136967-247-report.md,00-books/Kenya Hara：《Designing Design》，2007/251-247.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136968-248-report.md,00-books/Kenya Hara：《Designing Design》，2007/252-248.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136969-249-report.md,00-books/Kenya Hara：《Designing Design》，2007/253-249.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136970-250-report.md,00-books/Kenya Hara：《Designing Design》，2007/254-250.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136971-251-report.md,00-books/Kenya Hara：《Designing Design》，2007/255-251.md,2031
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136972-252-report.md,00-books/Kenya Hara：《Designing Design》，2007/256-252.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136973-253-report.md,00-books/Kenya Hara：《Designing Design》，2007/257-253.md,133
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136974-254-report.md,00-books/Kenya Hara：《Designing Design》，2007/258-254.md,2168
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136975-255-report.md,00-books/Kenya Hara：《Designing Design》，2007/259-255.md,451
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136976-22-report.md,00-books/Kenya Hara：《Designing Design》，2007/26-22.md,828
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136977-256-report.md,00-books/Kenya Hara：《Designing Design》，2007/260-256.md,124
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136978-257-report.md,00-books/Kenya Hara：《Designing Design》，2007/261-257.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136979-258-report.md,00-books/Kenya Hara：《Designing Design》，2007/262-258.md,963
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136980-259-report.md,00-books/Kenya Hara：《Designing Design》，2007/263-259.md,892
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136981-260-report.md,00-books/Kenya Hara：《Designing Design》，2007/264-260.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136982-261-report.md,00-books/Kenya Hara：《Designing Design》，2007/265-261.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136983-262-report.md,00-books/Kenya Hara：《Designing Design》，2007/266-262.md,950
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136984-263-report.md,00-books/Kenya Hara：《Designing Design》，2007/267-263.md,1092
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136985-264-report.md,00-books/Kenya Hara：《Designing Design》，2007/268-264.md,868
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136986-265-report.md,00-books/Kenya Hara：《Designing Design》，2007/269-265.md,923
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136987-23-report.md,00-books/Kenya Hara：《Designing Design》，2007/27-23.md,904
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136988-266-report.md,00-books/Kenya Hara：《Designing Design》，2007/270-266.md,558
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136989-267-report.md,00-books/Kenya Hara：《Designing Design》，2007/271-267.md,132
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136990-268-report.md,00-books/Kenya Hara：《Designing Design》，2007/272-268.md,710
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136991-269-report.md,00-books/Kenya Hara：《Designing Design》，2007/273-269.md,131
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136992-270-report.md,00-books/Kenya Hara：《Designing Design》，2007/274-270.md,80
rewritten,00-books-result/Kenya Hara：《Designing Design》，2007/B44136993-271-report.md,00-books/Kenya Hara：《Designing Design》，2007/275-271.md,131
